Mesh ID,Generic name,Common name,Synonyms,Tree
D013354,Brain Abscess,Brain Abscess,"Pyogenic Brain Abscess|Sterile Brain Abscess|Sterile Brain Abscesses|Pyogenic Brain Abscesses|Abscess, Multiple Brain|Abscesses, Cerebral|Abscesses, Multiple Brain|Multiple Brain Abscess|Brain Abscesses, Sterile|Multiple Brain Abscesses|Cerebral Abscess|Abscess, Pyogenic Brain|Brain Abscess, Pyogenic|Cerebral Abscesses|Brain Abscesses|Brain Abscesses, Multiple|Brain Abscess|Abscess, Brain|Brain Abscesses, Pyogenic|Brain Abscess, Child|Brain Abscess, Multiple|Abscess, Child Brain|Brain Abscess, Sterile|Child Brain Abscess|Abscess, Cerebral",C01.830.025.160|C10.228.140.116|C01.207.090|C10.228.228.090
D001924,Brain Concussion,Brain Concussion,"Brain Concussions|Mild Traumatic Brain Injury|Cerebral Concussion|Severe Concussion|Brain Concussion|Commotio Cerebri|Mild Concussion|Concussion, Mild|Mild Concussions|Concussion, Brain|Concussion, Cerebral|Intermediate Concussions|Concussion, Severe|Concussion, Intermediate|Severe Concussions|Intermediate Concussion|Cerebral Concussions",C10.228.140.199.444.250|C26.915.300.450.500|C26.915.300.200.194.250|C10.900.300.087.235.250|C26.974.382.200|C10.900.300.350.300
D001925,"Brain Damage, Chronic","Brain Damage, Chronic","Chronic Encephalopathy|Chronic Brain Damage|Encephalopathy, Chronic|Brain Damage, Chronic",C23.550.291.500.063|C10.228.140.140
D001926,Brain Death,Brain Death,"Brain Dead|Irreversible Coma|Coma, Irreversible|Coma Depasse|Brain Deads|Death, Brain|Brain Death",C10.228.140.151|C23.550.260.159|C10.597.606.358.800.200.100
D001927,Brain Diseases,Brain Diseases,"Brain Disorders|Brain Disorder|CNS Disorders, Intracranial|Intracranial CNS Disorder|Intracranial Central Nervous System Disorders|Central Nervous System Disorders, Intracranial|Brain Disease|Encephalopathy|Encephalopathies|Brain Diseases|Intracranial CNS Disorders|CNS Disorder, Intracranial|Central Nervous System Intracranial Disorders|Encephalon Diseases|Encephalon Disease",C10.228.140
D001928,"Brain Diseases, Metabolic","Brain Diseases, Metabolic","cephalopathy, Acquired Metabolic|Brain Syndrome, Metabolic|Brain Diseases, Metabolic|Metabolic Brain Syndrome, Acquired|Metabolic Brain Diseases|Encephalopathies, Metabolic|Metabolic Brain Disease|Metabolic Encephalopathy, Acquired|Acquired Metabolic Diseases, Brain|Metabolic Disorder, CNS|Metabolic Diseases, Acquired, Nervous System|Brain Disease, Metabolic|Brain Disorders, Metabolic|CNS Metabolic Disorders|Metabolic Disorders, CNS|Brain Disorders, Metabolic, Acquired|Metabolic Brain Syndrome|Metabolic Disorders, Brain|Acquired Metabolic Encephalopathies|Brain Syndrome, Metabolic, Acquired|Encephalopathy, Metabolic|Acquired Metabolic Encephalopathy|CNS Metabolic Disorder|Brain Metabolic Disorders|Metabolic Disorders, Central Nervous System|Metabolic Disorders, CNS, Acquired|Encephalopathies, Acquired Metabolic|Metabolic Encephalopathies, Acquired|Encephalopathy, Metabolic, Acquired|Brain Metabolic Disorder|Metabolic Brain Diseases, Acquired|Brain Disorder, Metabolic|Metabolic Brain Syndromes|Acquired Metabolic Diseases, Nervous System|Metabolic Disorder, Brain|En|CNS Metabolic Disorders, Acquired|Metabolic Brain Disorder|Central Nervous System Metabolic Disorders|Nervous System Acquired Metabolic Diseases|Metabolic Brain Syndromes, Acquired|Metabolic Disorder, Central Nervous System, Acquired|Metabolic Encephalopathy|Brain Diseases, Metabolic, Acquired|Metabolic Encephalopathies|Metabolic Brain Disorders",C10.228.140.163|C18.452.132
D019586,Brain Edema,Brain Edema,"Edema, Vasogenic Brain|Brain Edema, Cytotoxic|Brain Edema, Vasogenic|Edema, Cytotoxic Cerebral|Brain Edema|Intracranial Edema|Edema, Brain|Cerebral Edema|Cytotoxic Cerebral Edema|Cerebral Edema, Cytotoxic|Brain Swellings|Vasogenic Brain Edema|Swelling, Brain|Edema, Vasogenic Cerebral|Cerebral Edema, Vasogenic|Edema, Intracranial|Edema, Cerebral|Cerebral Edemas, Vasogenic|Vasogenic Cerebral Edema|Brain Swelling|Edema, Cytotoxic Brain|Cytotoxic Brain Edema",C10.228.140.187
D001930,Brain Injuries,Brain Injuries,"Injuries, Acute Brain|Brain Injuries, Acute|Injury, Brain|Lacerations, Brain|Brain Injury, Acute|Injury, Acute Brain|Focal Brain Injury|Injuries, Brain|Brain Injuries, Focal|Laceration, Brain|Injury, Focal Brain|Acute Brain Injuries|Acute Brain Injury|Brain Injury, Focal|Brain Laceration|Brain Injuries|Brain Lacerations|Brain Injury|Focal Brain Injuries|Injuries, Focal Brain",C26.915.300.200|C10.228.140.199|C10.900.300.087
D001932,Brain Neoplasms,Brain Neoplasms,"Intracranial Neoplasm|Brain Neoplasms, Primary Malignant|Primary Malignant Brain Tumors|Primary Brain Neoplasms|Neoplasms, Brain, Primary|Recurrent Brain Tumors|Benign Brain Neoplasms|Brain Benign Neoplasm|Brain Tumor|Cancer of the Brain|Brain Neoplasms, Malignant, Primary|Benign Neoplasms, Brain|Brain Tumor, Recurrent|Recurrent Brain Tumor|Malignant Primary Brain Neoplasms|Malignant Brain Neoplasm|Brain Neoplasms, Malignant|Cancer of Brain|Brain Benign Neoplasms|Cancer, Brain|Malignant Neoplasm, Brain|Primary Brain Neoplasm|Tumor, Brain|Neoplasm, Brain|Brain Neoplasm|Neoplasms, Brain|Malignant Neoplasms, Brain|Neoplasms, Intracranial|Malignant Brain Neoplasms|Benign Brain Neoplasm|Brain Neoplasm, Malignant|Neoplasm, Intracranial|Brain Cancers|Brain Cancer|Benign Neoplasm, Brain|Brain Tumor, Primary|Brain Neoplasm, Primary|Neoplasms, Brain, Benign|Brain Tumors|Intracranial Neoplasms|Brain Neoplasms, Primary|Brain Tumors, Recurrent|Brain Malignant Neoplasm|Brain Neoplasms, Benign|Brain Neoplasm, Benign|Brain Metastases|Malignant Primary Brain Tumors|Primary Brain Tumors|Neoplasms, Brain, Malignant|Primary Malignant Brain Neoplasms|Brain Neoplasms|Brain Malignant Neoplasms|Primary Brain Tumor|Brain Metastase",C04.588.614.250.195|C10.228.140.211|C10.551.240.250
D001935,Branchioma,Branchioma,"Branchial Cleft Cysts|Cysts, Branchial Cleft|Cleft Cyst, Branchial|Cleft Cysts, Branchial|Branchial Cyst|Branchiomas|Cyst, Branchial Cleft|Branchial Cysts|Branchial Cleft Cyst|Cysts, Branchial|Branchioma|Cyst, Branchial",C04.182.117
D001941,Breast Diseases,Breast Diseases,"Disease, Breast|Breast Disease, Endocrine|Breast Diseases|Endocrine Breast Disease|Breast Diseases, Endocrine|Disease, Endocrine Breast|Endocrine Breast Diseases|Diseases, Endocrine Breast|Breast Disease|Diseases, Breast",C17.800.090
D000072656,Breast Neoplasms,Breast Neoplasms,"Carcinomas, Breast|Mammary Cancers|Human Mammary Neoplasm|Neoplasm, Human Mammary|Cancers, Mammary|Breast Cancer|Cancer, Breast|Mammary Carcinoma, Human|Breast Carcinoma|Tumors, Breast|Breast Malignant Neoplasms|Breast Carcinomas|Breast Neoplasm|Neoplasms, Breast|Carcinomas, Human Mammary|Breast Malignant Tumor|Malignant Neoplasm of Breast|Human Mammary Neoplasms|Malignant Tumor of Breast|Human Mammary Carcinoma|Cancer, Mammary|Neoplasms, Human Mammary|Breast Neoplasms|Mammary Neoplasms, Human|Carcinoma, Human Mammary|Breast Malignant Neoplasm|Cancer of the Breast|Human Mammary Carcinomas|Mammary Neoplasm, Human|Mammary Cancer|Mammary Carcinomas, Human|Carcinoma, Breast|Neoplasm, Breast|Breast Tumors|Cancer of Breast|Tumor, Breast|Breast Malignant Tumors|Breast Tumor",C04.588.180|C17.800.090.500
D001948,Brenner Tumor,Brenner Tumor,"Benign Brenner Tumor|Brenner Tumor|Ovary Brenner Tumor|Proliferative Brenner Tumor|Brenner Tumor, Malignant|Malignant Brenner Tumor|Brenner Tumor of Ovary|Brenner Tumor, Benign|Ovarian Brenner Tumor|Brenner Tumor, Proliferative",C04.557.470.625.150|C12.900.418.685.265|C12.050.351.500.056.630.705.265|C12.050.351.937.418.685.265|C04.557.450.565.590.595.150|C19.391.630.705.265|C12.100.250.056.630.705.265
D001982,Bronchial Diseases,Bronchial Diseases,"Disease, Bronchial|Bronchial Diseases|Bronchial Disease|Diseases, Bronchial",C08.127
D001983,Bronchial Fistula,Bronchial Fistula,"Bronchial Fistula|Fistulas, Bronchial|Fistula, Bronchial|Bronchial Fistulas",C23.300.575.687.225|C08.702.196|C08.127.196
D001984,Bronchial Neoplasms,Bronchial Neoplasms,"Bronchial Neoplasm|Neoplasm, Bronchial|Bronchial Neoplasms|Neoplasms, Bronchial",C08.127.265|C08.785.520.100|C04.588.894.797.520.109
D001986,Bronchial Spasm,Bronchial Spasm,"Bronchial Spasms|Bronchospasm|Spasms, Bronchial|Bronchial Spasm|Bronchospasms|Spasm, Bronchial",C08.127.321
D001987,Bronchiectasis,Bronchiectasis,"Bronchiectasis|Cylindrical Bronchiectasis|Bronchiectasis, Saccular|Bronchiectasis, Cystic|Varicose Bronchiectasis|Varicose Bronchiectases|Bronchiectasis, Cylindrical|Cylindrical Bronchiectases|Saccular Bronchiectasis|Saccular Bronchiectases|Cystic Bronchiectases|Bronchiectasis, Varicose|Cystic Bronchiectasis|Bronchiectases",C08.127.384
D001988,Bronchiolitis,Bronchiolitis,Bronchiolitides|Bronchiolitis,C08.127.446.135|C08.381.495.146.135|C01.748.099.135|C08.730.099.135
D001989,Bronchiolitis Obliterans,Bronchiolitis Obliterans,"Constrictive Bronchiolitis|Bronchiolitides, Constrictive|Bronchiolitides, Proliferative|Bronchiolitis, Exudative|Bronchiolitis Obliterans|Bronchiolitides, Exudative|Bronchiolitis, Proliferative|Exudative Bronchiolitis|Proliferative Bronchiolitides|Exudative Bronchiolitides|Bronchiolitis, Constrictive|Constrictive Bronchiolitides|Proliferative Bronchiolitis",C08.381.495.146.135.140|C08.127.446.135.140
D001990,"Bronchiolitis, Viral","Bronchiolitis, Viral","Viral Bronchiolitides|Viral Bronchiolitis|Bronchiolitis, Viral|Bronchiolitides, Viral",C01.925.109|C08.381.495.146.135.321|C08.730.099.135.321|C01.748.099.135.321|C08.127.446.135.321
D001991,Bronchitis,Bronchitis,Bronchitis|Bronchitides,C08.730.099|C08.381.495.146|C01.748.099|C08.127.446
D001994,Bronchogenic Cyst,Bronchogenic Cyst,"Cyst, Bronchogenic|Cysts, Bronchogenic|Bronchial Cysts|Cysts, Bronchial|Cyst, Bronchial|Bronchogenic Cyst|Bronchogenic Cysts|Bronchial Cyst",C08.695.195|C16.131.740.195|C04.182.195|C08.127.480
D001996,Bronchopneumonia,Bronchopneumonia,"Bronchial Pneumonia|Bronchopneumonia|Pneumonias, Bronchial|Bronchopneumonias|Bronchial Pneumonias|Pneumonia, Bronchial",C08.127.509|C01.748.610.127|C08.730.610.127|C08.381.677.127
D001997,Bronchopulmonary Dysplasia,Bronchopulmonary Dysplasia,"Dysplasia, Bronchopulmonary|Bronchopulmonary Dysplasia",C16.614.521.125|C08.381.520.750.500
D001998,Bronchopulmonary Sequestration,Bronchopulmonary Sequestration,"Sequestration, Pulmonary|Bronchopulmonary Sequestration|Sequestrations, Pulmonary|Pulmonary Sequestrations|Sequestrations, Bronchopulmonary|Pulmonary Sequestration|Bronchopulmonary Sequestrations|Sequestration, Bronchopulmonary",C16.131.740.214|C08.695.214
D002006,Brucellosis,Brucellosis,"Fever, Rock|Fever, Cyprus|Pulmonary Brucellosis|Infection, Brucella|Brucellosis, Pulmonary|Fever, Malta|Fever, Undulant|Gibraltar Fever|Pulmonary Brucelloses|Rock Fever|Cyprus Fever|Brucellosis|Fever, Gibraltar|Brucella Infections|Undulant Fever|Malta Fever|Brucelloses, Pulmonary|Brucelloses|Brucella Infection",C01.150.252.400.167
D002007,"Brucellosis, Bovine","Brucellosis, Bovine","Disease, Bang|Bang's Disease|Brucellosis, Bovine|Brucelloses, Bovine|Bovine Brucellosis|Disease, Bang's|Bangs Disease|Bang Disease|Bovine Brucelloses",C01.150.252.400.167.322|C22.196.148|C22.021.322
D052018,Bulimia,Bulimia,"Binge Eating|Eating, Binge|Bulimias|Bulimia",C23.888.821.645.500
D002036,Bundle-Branch Block,Bundle-Branch Block,"Right Bundle-Branch Blocks|Posterior Fascicular Blocks|Bundle-Branch Blocks, Right|Blocks, Fascicular|Fascicular Blocks, Anterior|Block, Posterior Fascicular|Block, Fascicular|Fascicular Blocks|Bundle-Branch Block, Left|Bundle-Branch Blocks|Anterior Fascicular Blocks|Branch Blocks, Bundle|Right Bundle Branch Block|Blocks, Left Bundle-Branch|Block, Right Bundle-Branch|Left Bundle Branch Block|Branch Block, Bundle|Blocks, Bundle-Branch|Block, Bundle Branch|Bundle-Branch Blocks, Left|Left Bundle-Branch Blocks|Blocks, Bundle Branch|Fascicular Block, Anterior|Fascicular Blocks, Posterior|Bundle-Branch Block, Right|Left Bundle-Branch Block|Blocks, Posterior Fascicular|Fascicular Block, Posterior|Blocks, Anterior Fascicular|Block, Bundle-Branch|Bundle Branch Block|Block, Left Bundle-Branch|Anterior Fascicular Block|Right Bundle-Branch Block|Bundle Branch Blocks|Blocks, Right Bundle-Branch|Fascicular Block|Block, Anterior Fascicular|Posterior Fascicular Block|Bundle-Branch Block",C14.280.123.500.323|C14.280.067.558.323|C23.550.073.425.100
D002044,Bunyaviridae Infections,Bunyaviridae Infections,"Oropouche Infection|Virus Infection, Oropouche|Oropouche Fevers|Orthobunyavirus Infection|Infections, Bunyavirus|Infections, Bunyaviridae|Oropouche Fever|Orthobunyavirus Infections|Oropouche Virus Infection|Bunyavirus Infection|Oropouche Orthobunyavirus Infection|Orthobunyavirus Infection, Oropouche|Bunyaviridae Infections|Bunyaviridae Infection|Bunyavirus Infections",C01.925.782.147
D002051,Burkitt Lymphoma,Burkitt Lymphoma,"Tumor, Burkitt|Burkitts Tumor|African Lymphoma|Leukemia, Lymphoblastic, Burkitt-Type|Burkitts Lymphoma|Burkitt Tumor|Burkitt's Tumor|Burkitt's Leukemia|Lymphoma, African|L3 Lymphocytic Leukemias|Burkitts Leukemia|L3 Lymphocytic Leukemia|Leukemia, L3 Lymphocytic|Leukemia, Burkitt Cell|Tumor, Burkitt's|Leukemia, Burkitt|Burkitt Lymphoma|Burkitt's Lymphoma|Leukemia, Burkitt's|Burkitt Cell Leukemia|Lymphoma, Burkitt's|Lymphoma, Burkitt|Burkitt Leukemia|Lymphocytic Leukemia, L3|Leukemia, Lymphocytic, L3",C04.557.386.480.150.165|C01.925.928.313.165|C20.683.515.761.480.150.165|C15.604.515.569.480.150.165|C01.925.256.466.313.165
D002054,Burning Mouth Syndrome,Burning Mouth Syndrome,"Syndromes, Burning Mouth|Burning Mouth Syndromes|Syndrome, Burning Mouth|Burning Mouth Syndrome|Mouth Syndromes, Burning|Mouth Syndrome, Burning",C07.465.114
D002057,Burns,Burns,Burns|Burn,C26.200
D002057,"Burns, Chemical","Burns, Chemical","Burns, Chemical|Burn, Chemical|Chemical Burn|Chemical Burns",C26.200.156
D002058,"Burns, Electric","Burns, Electric","Burn, Electric|Electric Burn|Electric Burns|Burns, Electric",C26.324.323|C26.200.239
D002059,"Burns, Inhalation","Burns, Inhalation","Inhalation Burns|Burns, Inhalation|Burn, Inhalation|Inhalation Burn",C26.200.322
D002062,Bursitis,Bursitis,"Shoulder Adhesive Capsulitis|Adhesive Capsulitis of the Shoulder|Pes Anserine Bursitis|Shoulder, Frozen|Adhesive Capsulitides|Capsulitides, Shoulder Adhesive|Shoulder Adhesive Capsulitides|Adhesive Capsulitis, Shoulder|Adhesive Capsulitides, Shoulder|Adhesive Capsulitis|Capsulitides|Bursitides|Capsulitis, Shoulder Adhesive|Pes Anserine Bursitides|Capsulitides, Adhesive|Capsulitis, Adhesive|Bursitis|Bursitis, Pes Anserine|Capsulitis|Frozen Shoulder|Bursitides, Pes Anserine|Frozen Shoulders",C05.550.251
D002095,Byssinosis,Byssinosis,Brown Lung Diseases|Brown Lungs|Brown Lung|Byssinoses|Byssinosis|Brown Lung Disease,C08.381.520.702.275|C08.381.483.581.275|C24.800.323
D019282,Cachexia,Cachexia,Cachexia,C23.888.144.828.250|C23.888.144.243.963.250
D002102,Cadaver,Cadaver,Corpse|Cadaver|Corpses|Cadavers,C23.550.260.224
D002105,Cadmium Poisoning,Cadmium Poisoning,"Itai-Itai|Cadmium Poisoning|Itai Itai|Poisoning, Cadmium|Cadmium Poisonings|Poisonings, Cadmium",C25.723.522.625
D002805,Calcinosis,Calcinosis,"Microcalcification|Calcinoses, Tumoral|Calcinosis, Tumoral|Microcalcifications|Calcinosis|Tumoral Calcinoses|Tumoral Calcinosis|Microcalcinoses|Microcalcinosis|Calcinoses|Calcification, Pathologic|Pathologic Calcification",C18.452.174.130
D002115,Calciphylaxis,Calciphylaxis,"Uraemic Arteriolopathy, Calcific|Idiopathic Calciphylaxis|Calciphylaxis, Idiopathic|Calciphylaxes|Calciphylaxis|Arteriolopathy, Calcific Uraemic|Calcific Uraemic Arteriolopathy|Calcific Uraemic Arteriolopathies",C18.452.174.130.186
D002128,Calcium Metabolism Disorders,Calcium Metabolism Disorders,"Disorder, Calcium Metabolism|Disorders, Calcium Metabolism|Calcium Metabolism Disorders|Calcium Metabolism Disorder",C18.452.174
D020347,Calculi,Calculi,Calculi|Calculus|Biliary or Urinary Stones,C23.300.175
D002145,Callosities,Callosities,Corns|Callosity|Callosities,C17.800.428.200
D002169,Campylobacter Infections,Campylobacter Infections,"Infection, Campylobacter|Campylobacteriosis|Campylobacter Infection|Infections, Campylobacter|Campylobacter Infections|Campylobacterioses",C01.150.252.400.177
D002177,Candidiasis,Candidiasis,"Candidiases|Candida Infection|Moniliasis|Candidiasis|Infection, Candida|Candida Infections|Moniliases",C01.150.703.160
D002178,"Candidiasis, Chronic Mucocutaneous","Candidiasis, Chronic Mucocutaneous","Mucocutaneous Candidiases, Chronic|Candidiasis, Chronic Mucocutaneous|Chronic Mucocutaneous Candidiases|Candidiases, Chronic Mucocutaneous|Chronic Mucocutaneous Candidiasis|Mucocutaneous Candidiasis, Chronic",C17.800.838.208.165|C01.800.200.100|C01.150.703.160.088|C23.550.291.500.250|C01.150.703.302.100
D002179,"Candidiasis, Cutaneous","Candidiasis, Cutaneous","Candidiasis, Cutaneous|Moniliasis, Cutaneous",C17.800.838.208.170|C01.800.200.105|C01.150.703.302.105|C01.150.703.160.132
D002180,"Candidiasis, Oral","Candidiasis, Oral","Oral Moniliases|Thrush|Oral Moniliasis|Oral Candidiasis|Oral Candidiases|Moniliasis, Oral|Candidiasis, Oral|Candidiases, Oral|Moniliases, Oral",C07.465.130|C01.150.703.160.180
D002181,"Candidiasis, Vulvovaginal","Candidiasis, Vulvovaginal","Moniliasis, Vulvovaginal|Vulvovaginal Moniliasis|Infections, Vaginal Yeast|Genital Candidiasis|Genital Vulvovaginal Candidiasis|Candidiasis, Genital|Infection, Vaginal Yeast|Vaginal Yeast Infections|Candidiasis, Vulvovaginal|Vaginitis, Monilial|Vulvovaginal Candidiasis|Yeast Infections, Vaginal|Yeast Infection, Vaginal|Vaginal Yeast Infection|Monilial Vaginitis|Vulvovaginal Candidiasis, Genital|Candidiasis, Genital Vulvovaginal",C12.050.351.500.894.906.820.500|C12.100.250.944.902.737.500|C12.100.250.894.906.820.500|C01.150.703.160.190|C12.050.351.500.944.902.737.500
D002205,Caplan Syndrome,Caplan Syndrome,Caplan Syndromes|Caplan's Syndrome|Caplan Syndrome|Caplans Syndrome,C17.300.775.099.219|C08.381.520.702.300|C05.550.114.154.219|C05.799.114.219|C08.381.483.581.300|C24.800.340
D002239,"Carbohydrate Metabolism, Inborn Errors","Carbohydrate Metabolism, Inborn Errors","Carbohydrate Metabolism, Inborn Errors|Carbohydrate Metabolism, Inborn Error",C18.452.648.202|C16.320.565.202
D002249,Carbon Monoxide Poisoning,Carbon Monoxide Poisoning,"Monoxide Poisoning, Carbon|Poisonings, Illuminating Gas|Poisonings, Carbon Monoxide|Illuminating Gas Poisoning|Gas Poisonings, Illuminating|Poisoning, Carbon Monoxide|Poisoning, Illuminating Gas|Illuminating Gas Poisonings|Carbon Monoxide Poisonings|Carbon Monoxide Poisoning|Gas Poisoning, Illuminating|Monoxide Poisonings, Carbon",C25.723.455.245
D002252,Carbon Tetrachloride Poisoning,Carbon Tetrachloride Poisoning,"Carbon Tetrachloride Poisonings|Poisonings, Carbon Tetrachloride|CCl4 Poisoning|Carbon Tetrachloride Poisoning|Poisoning, Carbon Tetrachloride|CCl4 Poisonings|Poisoning, CCl4",C25.723.177
D005667,Carbuncle,Carbuncle,Carbuncle|Carbuncles,C17.800.838.765.770.270.200|C01.150.252.819.770.270.200|C01.800.720.770.270.200|C01.150.252.410.868.951.270.200
D002275,Carcinoid Heart Disease,Carcinoid Heart Disease,"Heart Diseases, Carcinoid|Carcinoid Heart Diseases|Heart Disease, Carcinoid|Carcinoid Heart Disease",C04.557.470.200.025.200.500.205|C14.280.104|C04.557.465.625.650.200.500.205|C04.557.580.625.650.200.500.205
D002276,Carcinoid Tumor,Carcinoid Tumor,"Carcinoids|Tumors, Carcinoid|Argentaffinoma|Carcinoid|Carcinoid Tumor|Argentaffinomas|Carcinoid, Goblet Cell|Goblet Cell Carcinoid|Carcinoids, Goblet Cell|Carcinoid Tumors|Goblet Cell Carcinoids|Tumor, Carcinoid",C04.557.465.625.650.200|C04.557.470.200.025.200|C04.557.580.625.650.200
D002277,Carcinoma,Carcinoma,"Epithelial Neoplasms, Malignant|Tumor, Malignant Epithelial|Carcinoma, Anaplastic|Neoplasm, Malignant Epithelial|Malignant Epithelial Tumor|Epithelial Neoplasm, Malignant|Epithelial Tumors, Malignant|Malignant Epithelial Tumors|Carcinoma, Spindle Cell|Epitheliomas|Malignant Epithelial Neoplasms|Carcinomatosis|Epithelioma|Anaplastic Carcinomas|Carcinoma|Carcinoma, Undifferentiated|Undifferentiated Carcinomas|Undifferentiated Carcinoma|Spindle-Cell Carcinomas|Carcinomas|Malignant Epithelial Neoplasm|Carcinomatoses|Neoplasms, Malignant Epithelial|Carcinoma, Spindle-Cell|Epithelial Tumor, Malignant|Anaplastic Carcinoma|Spindle-Cell Carcinoma",C04.557.470.200
